ID,LABEL
0,Álex Moreno
1,Raúl de Tomás
2,Jordi Amat
3,Luis Advíncula
4,Adri Embarba
5,Abdoulaye Ba
6,Santi Comesaña
7,Óscar Trejo
8,Stole Dimitrievski
9,Giannelli Imbula
10,Álvaro García
11,Alberto García
12,Álex Gálvez
13,José Pozo
14,Emiliano Velázquez
15,Bebé
16,Álvaro Medrán
17,Tito
18,Mario Suárez
19,Gaël Kakuta
20,Uche Henry Agbo
21,Gorka Elustondo
22,Sergio Akieme
23,Catena
24,Javi Guerra
25,Franco Di Santo
26,Chechu
27,Álex Alegría
28,Sergio Moreno
29,Lass Bangoura
30,Morro
