ID,LABEL
0,Karim Benzema
1,Casemiro
2,Sergio Ramos
3,Thibaut Courtois
4,Raphaël Varane
5,Dani Carvajal
6,Toni Kroos
7,Luka Modrić
8,Federico Valverde
9,Ferland Mendy
10,Marcelo
11,Isco
12,Eden Hazard
13,Vinicius Júnior
14,Gareth Bale
15,Rodrygo
16,Éder Militão
17,Lucas Vázquez
18,James Rodríguez
19,Nacho
20,Luka Jović
21,Alphonse Areola
22,Álvaro Odriozola
23,Marco Asensio
24,Brahim Díaz
25,Mariano
26,Altube
27,Miguel Gutiérrez
