ID,LABEL
0,Federico Valverde
1,Antonio Rüdiger
2,Rodrygo
3,Jude Bellingham
4,Dani Carvajal
5,Toni Kroos
6,Aurélien Tchouaméni
7,Vinicius Júnior
8,Andriy Lunin
9,Eduardo Camavinga
10,Ferland Mendy
11,Nacho
12,Luka Modrić
13,Brahim Díaz
14,Joselu
15,Fran Garcia
16,Lucas Vázquez
17,David Alaba
18,Kepa Arrizabalaga
19,Éder Militão
20,Dani Ceballos
21,Arda Güler
22,Thibaut Courtois
23,Nicolás Paz
24,Gonzalo García
25,Mario Martín
26,Álvaro Rodríguez
27,Lucas Cañizares
28,Álvaro Carrillo
